software,Link,Description,Year,Last Modified,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/843299/cant-get-any-browser-to-prompt-for-a-client-certificate-certificates-on-apache,Can't Get Any Browser to Prompt for A Client Certificate (Certificates on Apache),2017,2017,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/74710314,SQL mode NO_ZERO_DATE to make the wrong date number,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/73756450, Increase innodb_buffer_pool_size performance may suffer if you keep the cache size the same.,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/73729667/,wrong storage engine,2022,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/73529248/,remove dependency and  add two configs in properties,2022,2022,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/73414855, initial configuration with username and password has a few errors,2022,2023,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/73089583/,innodb_buffer_pool_size should be about 70% of available RAM to improve performance,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/72855586,"wrong storage engine, default value",2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/72812247/, value has to be set at startup,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/72560356,"too many connections error, SetMaxOpenConns SetMaxIdleConns",2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/72466258, the environment variable UPLOAD_LIMIT to your desired limit.,2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/72255695/,add an options array with the path to your certificate,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/72038872,slowly and gradually the RAM is occupied,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/71526672,change the max index size,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/70948869,allows the client to read the file content on the computer where the client runs  secure-file-privLOAD DATA LOCAL INFILE,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/70797489,max_allowed_packet net_read_timeout lost connection,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/70731727,change mysql case sensitivity setting. make it case insensitive.,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/70741904,"add  a config testWhileIdle=""true""",2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/74937056/,throw' => true has to be true for debugging,2022,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/74656633,disabling php's garbage collector (by setting to gc_probability0),2022,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/74215980,change the maximum upload file size,2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/74069103,You need to also list in the debug mode value:develop,2022,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/73605230,set allow_url_fopen=1,2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/73301400, added the PHP path to environment variables,2022,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/72782747,PHP memory limit,2022,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/72566152/,set a list of directories to skip in the PHP configuration of ownCloud,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/71317809/,increase file upload size,2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/70984765,all the post data in the form are limited,2022,2022,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/73703101,"turn off ""ProxyPreserveHost"" in section",2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/74735021,Missing proxy_read_timeout 86400,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/74868724,port ranging from 0-1023 as it is intended for system use. Hence updated the answer to allow ports from 1025:65535,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/74755384/,https HTTP_PROXY_NAME=foo.org HTTP_SCHEME=https,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/73617220,missing config proxy_set_header Host $http_host;,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/73236968,wrong config for try_files $uri $uri/ =404;      ,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/72480039/,increase ingress resource:  increase the body size of files,2022,2022,,,,,,,,,,,,,,
PHP,https://serverfault.com/questions/1114237/,two differernt version of PHP listen to one port,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/72405739,parameter list lost some pages,2022,2024,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/72158497,file too big make the cpu wait,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/57894799/,MySQL version 5 or 8.0 and later. And your server is configured to use the protocol of TLS 1.2.,2019,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/71435230,out of memory,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/71326580,"a separate must be there to handle ""normal"" HTTP requests",2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/70937709/,proxy_set_header Connection $http_connection;,2022,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/71220793,utilise proxy_next_upstream and require request,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/70741577,modifying keys_zone to larger value cache size,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/70908535,server block not active,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/70804998/,redirect,2022,2022,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/70552576,disable .autoindex on to prevent people see files,2022,2022,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/74875570,set the statement_timeout to kill the long running queries,2022,2023,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/74062827,compress file,2022,2022,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/73816497/,waiting time connectionTimeoutMillis,2022,2022,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/73108361/,func,2022,2022,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/70681193,set max_parallel_workers_per_gather=0  to 27 minutes from ~3 hour,2022,2022,,,,,,,,,,,,,,
PHP,https://serverfault.com/questions/1109697,conflict config about php version,2022,2022,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/71932828/,'Persist Value' set for max_allowed_packet.,2022,2022,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/74206394,different version conflict configs,2022,2024,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/77119456,"applications with OAuth2 login are exposed to CSRF attacks, so it's a big mistake to disable CSRF protection)",2023,2023,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/76302595,the default value for the timeout until the completion of SQL queries in Oracle REST Data Services was 15 minutes,2023,2023,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/76573232,missing listen port,2023,2023,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/76908292,do not setdefault SSLEngine off to on,2023,2023,,,,,,,,,,,,,,
Apache httpd,https://stackoverflow.com/questions/76044697,do not set default SSLEngine off to on,2023,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/77494143,do not set fs.defaultFS to right value,2023,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/77292415,do not set path of cache properly,2023,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/76707529,the default configuration is to use only one partition for small dataset,2023,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/76386805,The configuration keys differ between Presto and Hadoop,2023,2023,,,,,,,,,,,,,,
Hadoop,https://stackoverflow.com/questions/75655940,the interceptor was not defined a1.sources.r1.interceptors = i1,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/77065725,do not set resolver  point to dockers container dns:,2023,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/76939220,do not set spring.jpa.hibernate.ddl-auto properly,2023,2024,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/76898102,completly ignored client side settings.,2023,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/76832553,do not delete spring.jpa.hibernate.ddl-auto,2023,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/76802506,do not set xpack.security.enabled=false,2023,2023,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/76577641,wrong value for spring.jpa.properties.hibernate.dialect,2023,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/76287046,spring.datasource.hikari.connectionTimeout too small,2023,2023,,,,,,,,,,,,,,
MySQL,https://stackoverflow.com/questions/75536396,do not set password for admin,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/77543237,change the file path,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/77423069,doesn't accept insecure connections should listen port 443,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/77065725,do not set dns resolver ip,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76878906/,set client_body_in_file_only to clean to stop adding nodes,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76829379,did not set port to listen,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76818121/,should set ipv6,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76726779/,wrong port and lack of a configuration ,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76418037,add resolver 127.0.0.11 ipv6=off,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/65656649/,add some configurations to files,2021,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76234540,should use http not https,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76140440/,add some configurations to files,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76134183,add some configurations to files,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/76075537/,add some configurations to files,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75918429,add some configurations to files,2023,2023,,,,,,,,,,,,,,
Others,https://stackoverflow.com/questions/75553467/,configure spring's property server.forward-headers-strategy to either native or framework,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75347224,did not listen to port 443,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75287059/,add resolver 1.1.1.1 valid=30s;,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75170803/,"add a slash at the end of the location,",2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75071474/,did not set port to listen,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75046077,set proxy_ssl_server_name on,2023,2023,,,,,,,,,,,,,,
PostgreSQL,https://stackoverflow.com/questions/67824003,providing a filtering rule to slot.stream.params,2021,2023,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/1127094,add the add_header to configuration file,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/77202310,extension=zip,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/76404967,add listen.owner and group,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/76221455,set memory_limit max_post_size upload_max_filesize,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/76146279/,html_errors is set to false,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/75398516,adding the “extension=php_intl.dll” line in my php.ini configuration file,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/75388969,add some configurations to files,2023,2023,,,,,,,,,,,,,,
PHP,https://stackoverflow.com/questions/75319328/, increase your 'maximum execution time'  PHP configuration.,2023,2023,,,,,,,,,,,,,,
Nginx,https://stackoverflow.com/questions/75046077/,adding proxy_ssl_server_name on;,2023,2023,,,,,,,,,,,,,,
Apache httpd,https://serverfault.com/questions/1130594,Apache httpd should always be configured with ProxyRequests Off,2023,2023,,,,,,,,,,,,,,
MySQL,https://serverfault.com/questions/1132417/,Lower innodb_buffer_pool_size,2023,2023,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/1148484/,did not listen to port 443,2023,2024,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/1147982/,add some configurations to files,2023,2023,,,,,,,,,,,,,,
Nginx,https://serverfault.com/questions/1131843/,increasing the buffer size proxy_buffer_size,2023,2023,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
